split,image,label,num_boxes,width,height
train,data/preprocessed_detection/train/images/train_110_png.rf.2286c9ff8b7d0b0a720381d8cf130f19.jpg,data/preprocessed_detection/train/labels/train_110_png.rf.2286c9ff8b7d0b0a720381d8cf130f19.txt,32,2048,908
train,data/preprocessed_detection/train/images/train_110_png.rf.c885ccbc9ea07b41557a821cb042b626.jpg,data/preprocessed_detection/train/labels/train_110_png.rf.c885ccbc9ea07b41557a821cb042b626.txt,32,2048,908
train,data/preprocessed_detection/train/images/train_110_png.rf.e6a304544bcf26d4c6940a634c277716.jpg,data/preprocessed_detection/train/labels/train_110_png.rf.e6a304544bcf26d4c6940a634c277716.txt,32,2048,908
train,data/preprocessed_detection/train/images/train_111_png.rf.175b257c43aa1a530eada125899b63e4.jpg,data/preprocessed_detection/train/labels/train_111_png.rf.175b257c43aa1a530eada125899b63e4.txt,32,2047,910
train,data/preprocessed_detection/train/images/train_111_png.rf.9cae1a51feb67935e08454dcb62703cc.jpg,data/preprocessed_detection/train/labels/train_111_png.rf.9cae1a51feb67935e08454dcb62703cc.txt,32,2047,910
train,data/preprocessed_detection/train/images/train_111_png.rf.f961f14e66bee8e74d8c1e0392ef795c.jpg,data/preprocessed_detection/train/labels/train_111_png.rf.f961f14e66bee8e74d8c1e0392ef795c.txt,32,2047,910
train,data/preprocessed_detection/train/images/train_112_png.rf.3801f6443f4fff677ecb805ed5f707d6.jpg,data/preprocessed_detection/train/labels/train_112_png.rf.3801f6443f4fff677ecb805ed5f707d6.txt,32,2047,924
train,data/preprocessed_detection/train/images/train_112_png.rf.41d73b69483214d51e0693227298b708.jpg,data/preprocessed_detection/train/labels/train_112_png.rf.41d73b69483214d51e0693227298b708.txt,32,2047,924
train,data/preprocessed_detection/train/images/train_112_png.rf.b1476e7e3cf56f9bc71fedc10d644f81.jpg,data/preprocessed_detection/train/labels/train_112_png.rf.b1476e7e3cf56f9bc71fedc10d644f81.txt,32,2047,924
train,data/preprocessed_detection/train/images/train_113_png.rf.6dbc3d8bd44cc8a516dc426f45a2a491.jpg,data/preprocessed_detection/train/labels/train_113_png.rf.6dbc3d8bd44cc8a516dc426f45a2a491.txt,31,2048,988
train,data/preprocessed_detection/train/images/train_113_png.rf.d7dd8e2c3fe238a8177b70abc0eba653.jpg,data/preprocessed_detection/train/labels/train_113_png.rf.d7dd8e2c3fe238a8177b70abc0eba653.txt,31,2048,988
train,data/preprocessed_detection/train/images/train_113_png.rf.e1bad1d3643e99b6e2fdc35aa4b4f872.jpg,data/preprocessed_detection/train/labels/train_113_png.rf.e1bad1d3643e99b6e2fdc35aa4b4f872.txt,31,2048,988
train,data/preprocessed_detection/train/images/train_114_png.rf.4b356dc940806e741235cae23992d2b7.jpg,data/preprocessed_detection/train/labels/train_114_png.rf.4b356dc940806e741235cae23992d2b7.txt,30,2048,901
train,data/preprocessed_detection/train/images/train_114_png.rf.df8a830ca1c7283f24a8abad242a13df.jpg,data/preprocessed_detection/train/labels/train_114_png.rf.df8a830ca1c7283f24a8abad242a13df.txt,30,2048,901
train,data/preprocessed_detection/train/images/train_114_png.rf.f8c116ce2e243b5e4a7e5d7be73882e6.jpg,data/preprocessed_detection/train/labels/train_114_png.rf.f8c116ce2e243b5e4a7e5d7be73882e6.txt,30,2048,901
train,data/preprocessed_detection/train/images/train_117_png.rf.37e0fef9cef98a4305e25c992333d775.jpg,data/preprocessed_detection/train/labels/train_117_png.rf.37e0fef9cef98a4305e25c992333d775.txt,28,2048,932
train,data/preprocessed_detection/train/images/train_117_png.rf.9f20b481acbaa1eb1d3939b74d308dc0.jpg,data/preprocessed_detection/train/labels/train_117_png.rf.9f20b481acbaa1eb1d3939b74d308dc0.txt,28,2048,932
train,data/preprocessed_detection/train/images/train_117_png.rf.a705ad94f9e8df821c1c654366e19b60.jpg,data/preprocessed_detection/train/labels/train_117_png.rf.a705ad94f9e8df821c1c654366e19b60.txt,28,2048,932
train,data/preprocessed_detection/train/images/train_119_png.rf.039fef9d293925a59b786ae40a682a29.jpg,data/preprocessed_detection/train/labels/train_119_png.rf.039fef9d293925a59b786ae40a682a29.txt,20,2048,955
train,data/preprocessed_detection/train/images/train_119_png.rf.196cbda09f16501228de03857aef50a4.jpg,data/preprocessed_detection/train/labels/train_119_png.rf.196cbda09f16501228de03857aef50a4.txt,20,2048,955
train,data/preprocessed_detection/train/images/train_119_png.rf.a37fb728568c902013a641f56b90ac60.jpg,data/preprocessed_detection/train/labels/train_119_png.rf.a37fb728568c902013a641f56b90ac60.txt,20,2048,955
train,data/preprocessed_detection/train/images/train_121_png.rf.624b78dd5b0b207e17ac29fa6b7d7cee.jpg,data/preprocessed_detection/train/labels/train_121_png.rf.624b78dd5b0b207e17ac29fa6b7d7cee.txt,21,2048,1073
train,data/preprocessed_detection/train/images/train_121_png.rf.990bbcb9842b92ea21f366801148a6fc.jpg,data/preprocessed_detection/train/labels/train_121_png.rf.990bbcb9842b92ea21f366801148a6fc.txt,21,2048,1073
train,data/preprocessed_detection/train/images/train_121_png.rf.d3feaa8576c1a84f95d0c3fe050d891d.jpg,data/preprocessed_detection/train/labels/train_121_png.rf.d3feaa8576c1a84f95d0c3fe050d891d.txt,21,2048,1073
train,data/preprocessed_detection/train/images/train_123_png.rf.19a5d8174d50300f23b31a03d5834416.jpg,data/preprocessed_detection/train/labels/train_123_png.rf.19a5d8174d50300f23b31a03d5834416.txt,25,2048,934
train,data/preprocessed_detection/train/images/train_123_png.rf.6668445455c7b970f15f63fc52eae584.jpg,data/preprocessed_detection/train/labels/train_123_png.rf.6668445455c7b970f15f63fc52eae584.txt,25,2048,934
train,data/preprocessed_detection/train/images/train_123_png.rf.85bfacf31207c703752907d82e4cbe2c.jpg,data/preprocessed_detection/train/labels/train_123_png.rf.85bfacf31207c703752907d82e4cbe2c.txt,25,2048,934
train,data/preprocessed_detection/train/images/train_124_png.rf.358442668937197a98e5aad6f7c25f6f.jpg,data/preprocessed_detection/train/labels/train_124_png.rf.358442668937197a98e5aad6f7c25f6f.txt,29,2048,969
train,data/preprocessed_detection/train/images/train_124_png.rf.6e920ddc4be8b8fab7e5ba5e1d947065.jpg,data/preprocessed_detection/train/labels/train_124_png.rf.6e920ddc4be8b8fab7e5ba5e1d947065.txt,29,2048,969
train,data/preprocessed_detection/train/images/train_124_png.rf.994b7c8f879c3ed796fbab3d7ae88378.jpg,data/preprocessed_detection/train/labels/train_124_png.rf.994b7c8f879c3ed796fbab3d7ae88378.txt,29,2048,969
train,data/preprocessed_detection/train/images/train_126_png.rf.001f8db3a7c0cd2893122d39c7fb3c2b.jpg,data/preprocessed_detection/train/labels/train_126_png.rf.001f8db3a7c0cd2893122d39c7fb3c2b.txt,26,2048,920
train,data/preprocessed_detection/train/images/train_126_png.rf.215ab198815c7788b0160d540f4e06fa.jpg,data/preprocessed_detection/train/labels/train_126_png.rf.215ab198815c7788b0160d540f4e06fa.txt,26,2048,920
train,data/preprocessed_detection/train/images/train_126_png.rf.828206ac20dd8c30475b793bf3008955.jpg,data/preprocessed_detection/train/labels/train_126_png.rf.828206ac20dd8c30475b793bf3008955.txt,26,2048,920
train,data/preprocessed_detection/train/images/train_127_png.rf.35d5941e6a9bafba91f01bae73796650.jpg,data/preprocessed_detection/train/labels/train_127_png.rf.35d5941e6a9bafba91f01bae73796650.txt,32,1976,976
train,data/preprocessed_detection/train/images/train_127_png.rf.82477cb448dc07c90fa07dc8ad46a1bd.jpg,data/preprocessed_detection/train/labels/train_127_png.rf.82477cb448dc07c90fa07dc8ad46a1bd.txt,32,1976,976
train,data/preprocessed_detection/train/images/train_127_png.rf.d5f26232abe5de6175d7176afa6542e1.jpg,data/preprocessed_detection/train/labels/train_127_png.rf.d5f26232abe5de6175d7176afa6542e1.txt,32,1976,976
train,data/preprocessed_detection/train/images/train_128_png.rf.3e6297c7d7fc47fbcdd6e13618c73995.jpg,data/preprocessed_detection/train/labels/train_128_png.rf.3e6297c7d7fc47fbcdd6e13618c73995.txt,28,2048,918
train,data/preprocessed_detection/train/images/train_128_png.rf.452cc142258084b5e424d75ad6016d57.jpg,data/preprocessed_detection/train/labels/train_128_png.rf.452cc142258084b5e424d75ad6016d57.txt,28,2048,918
train,data/preprocessed_detection/train/images/train_128_png.rf.5cd58b428bde0b555c45859f3d23a1df.jpg,data/preprocessed_detection/train/labels/train_128_png.rf.5cd58b428bde0b555c45859f3d23a1df.txt,28,2048,918
train,data/preprocessed_detection/train/images/train_12_png.rf.5a4a921f00474acedb906b793609afb8.jpg,data/preprocessed_detection/train/labels/train_12_png.rf.5a4a921f00474acedb906b793609afb8.txt,27,2048,1073
train,data/preprocessed_detection/train/images/train_12_png.rf.a6e56fffd77a8e7014a0ae7a87771aa4.jpg,data/preprocessed_detection/train/labels/train_12_png.rf.a6e56fffd77a8e7014a0ae7a87771aa4.txt,27,2048,1073
train,data/preprocessed_detection/train/images/train_12_png.rf.c3402ae333b82ba75bf0a13ccdd6dc73.jpg,data/preprocessed_detection/train/labels/train_12_png.rf.c3402ae333b82ba75bf0a13ccdd6dc73.txt,27,2048,1073
train,data/preprocessed_detection/train/images/train_130_png.rf.1a50627e69d750dc333d228b85759526.jpg,data/preprocessed_detection/train/labels/train_130_png.rf.1a50627e69d750dc333d228b85759526.txt,27,2048,903
train,data/preprocessed_detection/train/images/train_130_png.rf.685a3fe7ee2b3da02267528d8a15b084.jpg,data/preprocessed_detection/train/labels/train_130_png.rf.685a3fe7ee2b3da02267528d8a15b084.txt,27,2048,903
train,data/preprocessed_detection/train/images/train_130_png.rf.a302d3670eaa47f25a619d0d8c990580.jpg,data/preprocessed_detection/train/labels/train_130_png.rf.a302d3670eaa47f25a619d0d8c990580.txt,27,2048,903
train,data/preprocessed_detection/train/images/train_131_png.rf.50fb51b72a39d31d6cd27ff2f843370c.jpg,data/preprocessed_detection/train/labels/train_131_png.rf.50fb51b72a39d31d6cd27ff2f843370c.txt,27,2048,931
train,data/preprocessed_detection/train/images/train_131_png.rf.5a883c7f2759bd38150a8bd78e28728e.jpg,data/preprocessed_detection/train/labels/train_131_png.rf.5a883c7f2759bd38150a8bd78e28728e.txt,27,2048,931
train,data/preprocessed_detection/train/images/train_131_png.rf.d0a5ca18680626d2430998334a2e6cad.jpg,data/preprocessed_detection/train/labels/train_131_png.rf.d0a5ca18680626d2430998334a2e6cad.txt,27,2048,931
train,data/preprocessed_detection/train/images/train_132_png.rf.03cba40e33be9a19fafa0aecc80f67d5.jpg,data/preprocessed_detection/train/labels/train_132_png.rf.03cba40e33be9a19fafa0aecc80f67d5.txt,21,2048,932
train,data/preprocessed_detection/train/images/train_132_png.rf.600587601eddb1943cb59f809988df87.jpg,data/preprocessed_detection/train/labels/train_132_png.rf.600587601eddb1943cb59f809988df87.txt,21,2048,932
train,data/preprocessed_detection/train/images/train_132_png.rf.db62fee7e51daeb4ac9503ed221ecdc0.jpg,data/preprocessed_detection/train/labels/train_132_png.rf.db62fee7e51daeb4ac9503ed221ecdc0.txt,21,2048,932
train,data/preprocessed_detection/train/images/train_133_png.rf.25591e4068afc4095e287052935b80f0.jpg,data/preprocessed_detection/train/labels/train_133_png.rf.25591e4068afc4095e287052935b80f0.txt,24,2048,897
train,data/preprocessed_detection/train/images/train_133_png.rf.3a6c942eb316cfa672653f907b43b941.jpg,data/preprocessed_detection/train/labels/train_133_png.rf.3a6c942eb316cfa672653f907b43b941.txt,24,2048,897
train,data/preprocessed_detection/train/images/train_133_png.rf.b33fdaead342b9dbdeb6a7bd09010fd8.jpg,data/preprocessed_detection/train/labels/train_133_png.rf.b33fdaead342b9dbdeb6a7bd09010fd8.txt,24,2048,897
train,data/preprocessed_detection/train/images/train_134_png.rf.05357123e57397f116e122c932384721.jpg,data/preprocessed_detection/train/labels/train_134_png.rf.05357123e57397f116e122c932384721.txt,23,2048,908
train,data/preprocessed_detection/train/images/train_134_png.rf.1e0dcdc5244d22dd36982b2f979441fd.jpg,data/preprocessed_detection/train/labels/train_134_png.rf.1e0dcdc5244d22dd36982b2f979441fd.txt,23,2048,908
train,data/preprocessed_detection/train/images/train_134_png.rf.ca5c9c87424cf4fa8dd089e8e3d5c442.jpg,data/preprocessed_detection/train/labels/train_134_png.rf.ca5c9c87424cf4fa8dd089e8e3d5c442.txt,23,2048,908
train,data/preprocessed_detection/train/images/train_136_png.rf.7e19eed6be887f11f9f698b6e4ea5dc6.jpg,data/preprocessed_detection/train/labels/train_136_png.rf.7e19eed6be887f11f9f698b6e4ea5dc6.txt,29,2048,902
train,data/preprocessed_detection/train/images/train_136_png.rf.8ccbd73211e5921f78c009202423a789.jpg,data/preprocessed_detection/train/labels/train_136_png.rf.8ccbd73211e5921f78c009202423a789.txt,29,2048,902
train,data/preprocessed_detection/train/images/train_136_png.rf.e6162bc0af8e8e09fa6a31a69c7339ea.jpg,data/preprocessed_detection/train/labels/train_136_png.rf.e6162bc0af8e8e09fa6a31a69c7339ea.txt,29,2048,902
train,data/preprocessed_detection/train/images/train_137_png.rf.6ec8be58a26250621d09aa2b9f7319de.jpg,data/preprocessed_detection/train/labels/train_137_png.rf.6ec8be58a26250621d09aa2b9f7319de.txt,31,2048,913
train,data/preprocessed_detection/train/images/train_137_png.rf.a5bcaefcf515b568d094de360a68dd12.jpg,data/preprocessed_detection/train/labels/train_137_png.rf.a5bcaefcf515b568d094de360a68dd12.txt,31,2048,913
train,data/preprocessed_detection/train/images/train_137_png.rf.f382cf83fda694f1a8de15366aa123c2.jpg,data/preprocessed_detection/train/labels/train_137_png.rf.f382cf83fda694f1a8de15366aa123c2.txt,31,2048,913
train,data/preprocessed_detection/train/images/train_139_png.rf.6b5d4067efa4710af7499cdd9960c321.jpg,data/preprocessed_detection/train/labels/train_139_png.rf.6b5d4067efa4710af7499cdd9960c321.txt,30,2048,903
train,data/preprocessed_detection/train/images/train_139_png.rf.a7cc9d3dc3e2bf1f985e5d192ed94356.jpg,data/preprocessed_detection/train/labels/train_139_png.rf.a7cc9d3dc3e2bf1f985e5d192ed94356.txt,30,2048,903
train,data/preprocessed_detection/train/images/train_139_png.rf.f34574c8cf09903c23c1ab240f871c53.jpg,data/preprocessed_detection/train/labels/train_139_png.rf.f34574c8cf09903c23c1ab240f871c53.txt,30,2048,903
train,data/preprocessed_detection/train/images/train_13_png.rf.19e85cfe82b3e9ef0f870f4ea22f3382.jpg,data/preprocessed_detection/train/labels/train_13_png.rf.19e85cfe82b3e9ef0f870f4ea22f3382.txt,30,2048,953
train,data/preprocessed_detection/train/images/train_13_png.rf.410bf0e342c82920be7887553f7124db.jpg,data/preprocessed_detection/train/labels/train_13_png.rf.410bf0e342c82920be7887553f7124db.txt,30,2048,953
train,data/preprocessed_detection/train/images/train_13_png.rf.a88c633ceaa83238cd8de9d1519f7428.jpg,data/preprocessed_detection/train/labels/train_13_png.rf.a88c633ceaa83238cd8de9d1519f7428.txt,30,2048,953
train,data/preprocessed_detection/train/images/train_140_png.rf.44579db5a5d69b2678892c0b4c88e0e3.jpg,data/preprocessed_detection/train/labels/train_140_png.rf.44579db5a5d69b2678892c0b4c88e0e3.txt,31,2048,948
train,data/preprocessed_detection/train/images/train_140_png.rf.ea5640c206efec0d5c80ab636eb6157f.jpg,data/preprocessed_detection/train/labels/train_140_png.rf.ea5640c206efec0d5c80ab636eb6157f.txt,31,2048,948
train,data/preprocessed_detection/train/images/train_140_png.rf.ef54e693f7a172500ac0e0c9b7616e3a.jpg,data/preprocessed_detection/train/labels/train_140_png.rf.ef54e693f7a172500ac0e0c9b7616e3a.txt,31,2048,948
train,data/preprocessed_detection/train/images/train_141_png.rf.2c402917d09989dc3951bf43b8476817.jpg,data/preprocessed_detection/train/labels/train_141_png.rf.2c402917d09989dc3951bf43b8476817.txt,29,2048,931
train,data/preprocessed_detection/train/images/train_141_png.rf.ae7472424b02f95b9cd69118545251fa.jpg,data/preprocessed_detection/train/labels/train_141_png.rf.ae7472424b02f95b9cd69118545251fa.txt,29,2048,931
train,data/preprocessed_detection/train/images/train_141_png.rf.e46c353a3cfc4ee2df938027af252a9c.jpg,data/preprocessed_detection/train/labels/train_141_png.rf.e46c353a3cfc4ee2df938027af252a9c.txt,29,2048,931
train,data/preprocessed_detection/train/images/train_142_png.rf.1baacaa68f19bbc58c2e06068851093b.jpg,data/preprocessed_detection/train/labels/train_142_png.rf.1baacaa68f19bbc58c2e06068851093b.txt,31,2048,934
train,data/preprocessed_detection/train/images/train_142_png.rf.5f2610fc4250295b88c5d614166882f9.jpg,data/preprocessed_detection/train/labels/train_142_png.rf.5f2610fc4250295b88c5d614166882f9.txt,31,2048,934
train,data/preprocessed_detection/train/images/train_142_png.rf.8fe9f77c41894714d0ebb2cd6dba2690.jpg,data/preprocessed_detection/train/labels/train_142_png.rf.8fe9f77c41894714d0ebb2cd6dba2690.txt,31,2048,934
train,data/preprocessed_detection/train/images/train_144_png.rf.05c31c8ea85d85adb0abc593ccec8d17.jpg,data/preprocessed_detection/train/labels/train_144_png.rf.05c31c8ea85d85adb0abc593ccec8d17.txt,31,2048,974
train,data/preprocessed_detection/train/images/train_144_png.rf.3457d00ef71c3474d3cab82c90a65b22.jpg,data/preprocessed_detection/train/labels/train_144_png.rf.3457d00ef71c3474d3cab82c90a65b22.txt,31,2048,974
train,data/preprocessed_detection/train/images/train_144_png.rf.93f75b47849284f41e6bd321fefbff9e.jpg,data/preprocessed_detection/train/labels/train_144_png.rf.93f75b47849284f41e6bd321fefbff9e.txt,31,2048,974
train,data/preprocessed_detection/train/images/train_145_png.rf.153a18e9ccbe876af32913680bfdc68d.jpg,data/preprocessed_detection/train/labels/train_145_png.rf.153a18e9ccbe876af32913680bfdc68d.txt,31,2047,943
train,data/preprocessed_detection/train/images/train_145_png.rf.6a49ea987c5ca5c49cafd49a47821b23.jpg,data/preprocessed_detection/train/labels/train_145_png.rf.6a49ea987c5ca5c49cafd49a47821b23.txt,31,2047,943
train,data/preprocessed_detection/train/images/train_145_png.rf.b5ce069371e7fa5c2b9d6f435d01ea11.jpg,data/preprocessed_detection/train/labels/train_145_png.rf.b5ce069371e7fa5c2b9d6f435d01ea11.txt,31,2047,943
train,data/preprocessed_detection/train/images/train_147_png.rf.47fc2e0bd2646164230908e058c79593.jpg,data/preprocessed_detection/train/labels/train_147_png.rf.47fc2e0bd2646164230908e058c79593.txt,30,2048,964
train,data/preprocessed_detection/train/images/train_147_png.rf.b621a68cb829b4e168c7e3adbfc40ed3.jpg,data/preprocessed_detection/train/labels/train_147_png.rf.b621a68cb829b4e168c7e3adbfc40ed3.txt,30,2048,964
train,data/preprocessed_detection/train/images/train_147_png.rf.db687094317810e19eaa92e837282f1b.jpg,data/preprocessed_detection/train/labels/train_147_png.rf.db687094317810e19eaa92e837282f1b.txt,30,2048,964
train,data/preprocessed_detection/train/images/train_148_png.rf.2518bef4c912fc012f07b339c59591b8.jpg,data/preprocessed_detection/train/labels/train_148_png.rf.2518bef4c912fc012f07b339c59591b8.txt,32,2048,933
train,data/preprocessed_detection/train/images/train_148_png.rf.8187227c6ac18e6358f577c6b941c3fd.jpg,data/preprocessed_detection/train/labels/train_148_png.rf.8187227c6ac18e6358f577c6b941c3fd.txt,32,2048,933
train,data/preprocessed_detection/train/images/train_148_png.rf.d51647aeef9ab962353883dc602f0a0f.jpg,data/preprocessed_detection/train/labels/train_148_png.rf.d51647aeef9ab962353883dc602f0a0f.txt,32,2048,933
train,data/preprocessed_detection/train/images/train_150_png.rf.a2471f49aee1291f2cedc1332813d170.jpg,data/preprocessed_detection/train/labels/train_150_png.rf.a2471f49aee1291f2cedc1332813d170.txt,28,2048,948
train,data/preprocessed_detection/train/images/train_150_png.rf.cc10597b6f8c1ed974e0631dc91961b2.jpg,data/preprocessed_detection/train/labels/train_150_png.rf.cc10597b6f8c1ed974e0631dc91961b2.txt,28,2048,948
train,data/preprocessed_detection/train/images/train_150_png.rf.d74d0030b756a9a2f174a77ea5b4e3eb.jpg,data/preprocessed_detection/train/labels/train_150_png.rf.d74d0030b756a9a2f174a77ea5b4e3eb.txt,28,2048,948
train,data/preprocessed_detection/train/images/train_154_png.rf.a99fb66254d9f73eb04f4690222486e8.jpg,data/preprocessed_detection/train/labels/train_154_png.rf.a99fb66254d9f73eb04f4690222486e8.txt,29,2048,908
train,data/preprocessed_detection/train/images/train_154_png.rf.c525178d4b165e4c6b4cb2f3990ec580.jpg,data/preprocessed_detection/train/labels/train_154_png.rf.c525178d4b165e4c6b4cb2f3990ec580.txt,29,2048,908
train,data/preprocessed_detection/train/images/train_154_png.rf.e8c4d9331a54b300a914b564b11576c3.jpg,data/preprocessed_detection/train/labels/train_154_png.rf.e8c4d9331a54b300a914b564b11576c3.txt,29,2048,908
train,data/preprocessed_detection/train/images/train_157_png.rf.23ad95e0972465b096e5898adea44312.jpg,data/preprocessed_detection/train/labels/train_157_png.rf.23ad95e0972465b096e5898adea44312.txt,31,2048,1073
train,data/preprocessed_detection/train/images/train_157_png.rf.581c90758482da2665a193c7699e15c2.jpg,data/preprocessed_detection/train/labels/train_157_png.rf.581c90758482da2665a193c7699e15c2.txt,31,2048,1073
train,data/preprocessed_detection/train/images/train_157_png.rf.d5cf6b0708e65add9b13e09e9465dfd4.jpg,data/preprocessed_detection/train/labels/train_157_png.rf.d5cf6b0708e65add9b13e09e9465dfd4.txt,31,2048,1073
train,data/preprocessed_detection/train/images/train_158_png.rf.5e055933c2af0726ddd1784b06010bda.jpg,data/preprocessed_detection/train/labels/train_158_png.rf.5e055933c2af0726ddd1784b06010bda.txt,31,2048,950
train,data/preprocessed_detection/train/images/train_158_png.rf.8083c607cb282d4a0de4de601b98d121.jpg,data/preprocessed_detection/train/labels/train_158_png.rf.8083c607cb282d4a0de4de601b98d121.txt,31,2048,950
train,data/preprocessed_detection/train/images/train_158_png.rf.95d962c2f5eced196f4ada85301da00e.jpg,data/preprocessed_detection/train/labels/train_158_png.rf.95d962c2f5eced196f4ada85301da00e.txt,31,2048,950
train,data/preprocessed_detection/train/images/train_159_png.rf.08d58468df20a9d9138383d44e8ed8c1.jpg,data/preprocessed_detection/train/labels/train_159_png.rf.08d58468df20a9d9138383d44e8ed8c1.txt,28,2048,907
train,data/preprocessed_detection/train/images/train_159_png.rf.1ea0303279a291b0cc68ea483b01f9ea.jpg,data/preprocessed_detection/train/labels/train_159_png.rf.1ea0303279a291b0cc68ea483b01f9ea.txt,28,2048,907
train,data/preprocessed_detection/train/images/train_159_png.rf.f844cdfa754c586468d3617d5eaf006f.jpg,data/preprocessed_detection/train/labels/train_159_png.rf.f844cdfa754c586468d3617d5eaf006f.txt,28,2048,907
train,data/preprocessed_detection/train/images/train_15_png.rf.6c75efb27b4558d78808ed5e18e21496.jpg,data/preprocessed_detection/train/labels/train_15_png.rf.6c75efb27b4558d78808ed5e18e21496.txt,22,2048,928
train,data/preprocessed_detection/train/images/train_15_png.rf.cbe2e1e2f797a3449d96440231bdac97.jpg,data/preprocessed_detection/train/labels/train_15_png.rf.cbe2e1e2f797a3449d96440231bdac97.txt,22,2048,928
